id,symbol,name
satoshai,sai,SatoshAI
satoshisync,ssnc,SatoshiSync
satoshivm,savm,SatoshiVM
satoxcoin,satox,Satoxcoin
satozhi,satoz,Satozhi
satsbridge,sabr,SatsBridge
satt,satt,SaTT
saturna,sat,Saturna
sauce,sauce,SAUCE
saucerswap,sauce,SaucerSwap
savage,savg,SAVAGE
savanna,svn,Savanna
save,save,Save
saveplanetearth,spe,SavePlanetEarth
saycoin,say,SAYCOIN
scales,scales,SCALES
scaleton,dust,DeDust
scallop,sclp,Scallop
scamfari,scm,ScamFari
scarcity,scx,Scarcity
scart360,scart,SCART360
scat,cat,Scat
schizo,schizo,SCHIZO
schizoid,zoid,SCHIZOID
schrodi,schrodi,Schrodi
schrodinger,meow,Schrodinger
scientia,scie,Scientia
scifosx,sfx,SciFoSX
scinet,scinet,SciNet
scoop,scoop,SCOOP
scooter,scooter,Scooter
scorpio,scorpio,Scorpio
scorpion,scorp,Scorpion
scottyai,scotty,ScottyTheAi
scrap,scrap,Scrap
scrat,scrat,Scrat
scribes,scribes,Scribes
scriv,scriv,SCRIV
scroll,scr,Scroll
sdme,sdme,SDME
sdoge,sdoge,SDOGE
sdola,sdola,sDOLA
sealwifhat,si,sealwifhat
seamania,seamania,SEAMANIA
seapad,spt,SeaFi
seba,seba,Seba
sechain,snn,SeChain
secondbtc,sbtc,SecondBTC
secret,scrt,Secret
secretum,ser,Secretum
sector,sect,Sector
seedlaunch,slt,SeedLaunch
seedworld,sworld,Seedworld
seiyan,seiyan,SEIYAN
seiyaneth,seth,seiyanETH
sekuritance,skrt,Sekuritance
selfiedogcoin,selfie,SelfieDogCoin
selfiesteve,sse,SelfieSteve
selfkey,key,SelfKey
selo,selo,Selo
senate,senate,SENATE
sendcrypto,sendc,SendCrypto
sendit,sendit,Sendit
sendor,sendor,Sendor
senk,senk,SENK
sensay,snsy,Sensay
sense4fit,sfit,Sense4FIT
sensi,sensi,Sensi
senso,senso,SENSO
sensus,sensus,SENSUS
sentai,sentai,SentAI
sentiient,sent,Sentiient
sentimentai,sent,SentimentAI
sentinel,dvpn,Sentinel
sentre,sntr,Sentre
seraph,seraph,Seraph
serum,srm,Serum
seth,seth,sETH
seth2,seth2,sETH2
seur,seur,sEUR
sexone,sex,Sexone
sgyd,sgyd,sGYD
shackleford,shack,Shackleford
shadowcats,shadowcats,Shadowcats
shaicoin,sha,Shaicoin
shakaka,shkk,Shakaka
shambala,bala,Shambala
shanum,shan,Shanum
shao,shao,SHAO
shardeum,shm,Shardeum
shards,shards,Shards
shardus,ult,Shardus
sharering,shr,Share
sharki,sharki,Sharki
sharpei,shar,SHARPEI
sheboshis,sheb,SHEBOSHIS
sheishei,shei,SheiShei
shell,ss20,SHELL
shelling,shl,Shelling
shelterz,terz,SHELTERZ
shen,shen,Shen
sherk,sherk,Sherk
shezmu,shezmu,Shezmu
shezmuusd,shezusd,ShezmuUSD
shib2,shib2,SHIB2
shiba,shiba,Shiba
shibaai,shibaai,SHIBAAI
shibacorgi,shico,ShibaCorgi
shibadoge,shibdoge,ShibaDoge
shibaments,sbmt,Shibaments
shibana,bana,Shibana
shibanft,shibanft,ShibaNFT
shibapoconk,conk,ShibaPoconk
shibasso,shibasso,Shibasso
shibavax,shibx,Shibavax
shibaverse,verse,Shibaverse
shibceo,shibceo,ShibCEO
shibgf,shibgf,SHIBGF
shibmas,smas,Shibmas
shibonk,shibo,ShibonkBSC
shiboo,shiboo,Shiboo
shibsharks,shsh,ShibSharks
shibussy,shibussy,Shibussy
shibwifhatcoin,shib,Shibwifhatcoin
shid,shid,SHID
shieldeum,sdm,Shieldeum
shifu,shifu,Shifu
shikoku,shik,Shikoku
shillguy,shill,SHILLGUY
shimbainu,smba,ShimbaINU
shimmer,smr,Shimmer
shinji,shnj,Shinji
shirtum,shi,Shirtum
shitcats,shats,Shitcats
shitzu,shitzu,Shitzu
shockwaves,neuros,Shockwaves
shoe,shoe,Shoe
shoe404,shoe,Shoe404
shoefy,shoe,ShoeFy
shog,shog,SHOG
shoggoth,shoggoth,Shoggoth
shogun,shogun,Shogun
shontoken,shon,Shon
shork,shork,Shork
shping,shping,Shping
shr00m,shr00m,Shr00m
shredn,shred,ShredN
shree,shr,SHREE
shroom,shroom,Shroom
shroomy,shroomy,Shroomy
shrub,shrub,Shrub
shui,shui,SHUI
shutter,shu,Shutter
siacoin,sc,Siacoin
siamese,siam,Siamese
sibert,sibert,Sibert
sidus,sidus,Sidus
sienna,sienna,Sienna
sifchain,erowan,Sifchain
sigma,sigma,Sigma
signata,sata,Signata
signet,sig,Signet
signum,signa,Signum
sigrsv,sigrsv,SigRSV
sigusd,sigusd,SigUSD
sikaswap,sika,SikaSwap
silencio,slc,Silencio
silentis,silentis,Silentis
silky,silky,silky
sillybird,sib,Sillybird
sillycat,sillycat,Sillycat
sillynubcat,nub,Sillynubcat
simit,simit,Simit
simps,simp,Simps
simsai,simsai,SimsAI
sin,sin,sinDAO
singsing,sing,SingSing
singularity,sgly,Singularity
singularitydao,sdao,SingularityDAO
singularitynet,agix,SingularityNET
singularry,singularry,Singularry
sipher,sipher,SIPHER
sir,sir,Sir
siren,si,Siren
siriusnet,sint,Siriusnet
sispop,sispop,SISPOP
sister,sstr,SISTER
size,size,SIZE
sizechat,size,SizeChat
skainet,skai,SKAINET
skale,skl,SKALE
skate,skate,Skate
skatecat,skatecat,SkateCat
skeb,skeb,Skeb
sklay,sklay,sKLAY
skpanax,skx,SKPANAX
skullcoin,skull,Skullcoin
sky,sky,Sky
skyai,skyai,SkyAI
skycoin,sky,Skycoin
skydogenet,skydoge,skydogenet
skydrome,sky,Skydrome
skyhash,skh,Skyhash
skyplay,skp,SKYPlay
slerf,slerf,Slerf
slex,slex,Slex
slimcoin,slm,Slimcoin
slime,slime,SLIME
slinky,slinky,Slinky
slnv2,slnv2,SLNV2
slop,slop,Slop
slopfather,fatha,Slopfather
slothana,sloth,Slothana
slove,slove,SLOVE
slow,slow,SLOW
slp,slp,SLP
slumbo,slumbo,SLUMBO
smackm,smackm,SMACKM
smardex,sdex,SMARDEX
smartcash,smart,SmartCash
smartmesh,smt,SmartMesh
smartmoney,smrt,SmartMoney
smartnft,smartnft,SmartNFT
smartsettoken,sst,SmartsetToken
smell,sml,Smell
smidge,smidge,Smidge
smileai,smile,SmileAI
smog,smog,Smog
smokincat,smct,SmokinCat
smolano,slo,SmoLanO
smolecoin,smole,smolecoin
smoothy,smty,Smoothy
smore,smore,SMORE
snailbrook,snail,SnailBrook
snailmoon,snm,SnailMoon
snapcat,snapcat,Snapcat
snaps,snps,Snaps
sneel,sneel,SNEEL
snek,snek,Snek
snibbu,snibbu,Snibbu
sniffs,sniffs,SNIFFS
snook,snk,Snook
snoopybabe,sbabe,SNOOPYBABE
snor,snor,SNOR
snort,snort,SNORT
snowbank,sb,Snowbank
snowman,snow,Snowman
snowswap,snow,Snowswap
snowtomb,stomb,Snowtomb
snpad,snpad,SNPad
soarchain,soar,Soarchain
sobax,sbx,SOBAX
socialgrowai,growai,SocialGrowAI
socks,socks,SOCKS
socomfy,comfy,SOCOMFY
soex,soex,SOEX
sofacat,sofac,SofaCat
sohotrn,sohot,SOHOTRN
soil,soil,Soil
soileum,soil,Soileum
sojak,sojak,Sojak
sokuswap,soku,SokuSwap
solala,solala,Solala
solama,solama,Solama
solamander,soly,Solamander
solamb,solamb,Solamb
solana,sol,Solana
solanaconda,sonda,Solanaconda
solanacorn,corn,Solanacorn
solanapepe,spepe,SolanaPepe
solanaprime,prime,SolanaPrime
solanium,slim,Solanium
solarba,solarba,SolARBa
solarbeam,solar,Solarbeam
solarcoin,slr,Solarcoin
solarflare,flare,Solarflare
solarsx,sx,SolarSx
solawave,solawave,Solawave
solaya,solaya,Solaya
solayer,layer,Solayer
solbank,sb,Solbank
solberg,slb,Solberg
solblaze,blze,Blaze
solbook,book,SolBook
solbull,solbull,Solbull
solcard,solc,SolCard
solcat,solcat,SOLCAT
solcex,solcex,SolCex
solchat,chat,Solchat
solcial,slcl,Solcial
solcloud,cloud,SolCloud
soldex,solx,Soldex
soldocs,docs,SolDocs
soldoge,sdoge,SolDoge
soldragon,dragon,SolDragon
solend,slnd,Solend
soleng,soleng,SOLENG
soley,soley,Soley
solfiles,files,Solfiles
solgoat,solgoat,SolGoat
solgram,gram,SOLGRAM
solgraph,graph,SolGraph
solhive,hive,SolHive
solice,slc,Solice
solide,solide,SOLIDE
solidefi,solfi,SoliDefi
solidlizard,sliz,SolidLizard
solidlydex,solid,Solidly
solito,solito,SOLITO
solland,sln,Solland
solly,solly,SOLLY
solmail,mail,SolMail
solmaker,maker,SolMaker
solmax,solmax,Solmax
solmedia,media,Solmedia
solmix,mixer,SolMix
solnic,solnic,Solnic
solnyfans,solnyfans,SolnyFans
solo,solo,Solo
solordi,solo,Solordi
soloth,soloth,Soloth
solpaca,solpac,Solpaca
solpages,solp,SolPages
solpaka,solpaka,Solpaka
solpets,pets,SolPets
solphin,solphin,Solphin
solpod,solpod,SolPod
solribbit,ribbit,SolRibbit
sols,sols,sols
solspend,spend,SolSpend
solsrch,srch,SolSrch
solster,str,Solster
solstorm,storm,SOLSTORM
solstream,stream,Solstream
soltradingbot,stbot,SolTradingBot
solxencat,xencat,SolXenCat
solycat,solycat,Solycat
solympics,solympics,Solympics
solzilla,solzilla,Solzilla
somesing,ssg,SOMESING
sommelier,somm,Sommelier
somon,owo,SoMon
sonarwatch,sonar,SonarWatch
sone,sone,SONE
songbird,sgb,Songbird
sonicwifhat,sonicwif,SonicWifHat
sonik,sonik,SONIK
sonm,snm,SONM
sonorc,sonorc,Sonorc
sonorus,sns,Sonorus
soonchain,soonx,SoonChain
sopay,sop,SoPay
soperme,s,Soperme
sophia,sph,Sophia
sophiaverse,soph,SophiaVerse
sophon,soph,Sophon
sora,xor,Sora
sorachancoin,sora,SorachanCoin
soros,sor,Soros
sorra,sor,Sorra
sosovalue,soso,SoSoValue
souiland,slt,SouILand
soulsaver,soul,Soulsaver
source,source,Source
sovrun,sovrn,Sovrun
sovryn,sov,Sovryn
sowaka,swk,Sowaka
sox,sox,SOX
soyjak,soy,Soyjak
soylanamanletcaptainz,ansem,SoylanaManletCaptainZ
sozoai,soai,SōzōAI
spaceape,spaceape,SpaceApe
spacebar,air,Spacebar
spacebucks,sbx,Spacebucks
spacecatch,catch,SpaceCatch
spacedawgs,dawgs,SpaceDawgs
spacefalcon,fcon,SpaceFalcon
spacelens,space,Spacelens
spacemine,mine,SpaceMine
spacen,sn,SpaceN
spacepenguin,p3nguin,SpacePenguin
spacexpanse,rod,SpaceXpanse
spad,spad,SPAD
sparklife,sps,Sparklife
sparklucky,slc,SparkLucky
sparko,sparko,Sparko
sparkpoint,srk,SparkPoint
sparkswap,spark,Sparkswap
spartacus,spa,Spartacus
spartadex,sparta,SpartaDEX
specialmetalx,smetx,SpecialMetalX
speciex,spex,Speciex
spectral,spec,Spectral
spectrecoin,alias,Alias
speculate,spec,Speculate
speculation,specu,Speculation
speero,speero,Speero
spellfire,spellfire,Spellfire
sperax,spa,Sperax
spheresxs,sxs,SphereSXS
spherium,sphri,Spherium
spiderswap,spdr,SpiderSwap
spike,spike,Spike
spillways,spillways,Spillways
spindash,spindash,SpinDash
spintop,spin,Spintop
spintria,sp,Spintria
splinterlands,sps,Splintershards
splo,splo,Splo
spodermen,spoody,Spodermen
sponstar,star,Sponstar
spoofify,spoof,Spoofify
spookyswap,boo,Spookyswap
spore,spore,Spore
sporkdao,spork,SporkDAO
sport,sport,SPORT
spot,spot,Spot
spqr,spqr,SPQR
spume,spume,Spume
spunk,spunk,Spunk
spunkysdx,ssdx,SpunkySDX
spurdex,spdx,SpurDex
spurdo,spurdo,Spurdo
spx6900,spx,SPX6900
spyro,spyro,SPYRO
sqd,sqd,SQD
sqrbit,sqrb,SQRBIT
sqrcat,sqrcat,SQRCAT
sqrfund,sqr,sqrFUND
squadswap,squad,SquadSwap
squaresai,squares,SquaresAI
squidonsui,sqid,SquidOnSui
squidswap,squids,Squidswap
squirry,squirry,Squirry
srcgame,sgm,SRCGAME
srune,srune,sRUNE
ssui,ssui,sSUI
stability,stbl,Stability
stabilize,stbz,Stabilize
stablecoin,stable,Stablecoin
stablecomp,scomp,Stablecomp
stackos,sfx,StackOS
stacks,stacks,STACKS
stader,sd,Stader
stafi,fis,Stafi
stage,stage,Stage
staika,stik,Staika
stakecube,scc,Stakecube
stakelayer,stakelayer,StakeLayer
stakestone,sto,StakeStone
stakewise,swise,StakeWise
stampmap,stmap,StampMap
starbot,star,Starbot
starbro,starbro,STARBRO
starcoin,stc,Starcoin
stardoge,stardoge,StarDOGE
starecat,helia,StareCat
stargate,stargate,Stargate
stargaze,stars,Stargaze
starheroes,star,StarHeroes
starkman,stam,Starkman
starknet,strk,Starknet
starkpepe,spepe,StarkPepe
starkpunks,punk,Starkpunks
starlaunch,stars,StarLaunch
starlink,starl,StarLink
starname,iov,Starname
starpad,srp,Starpad
starri,starri,Starri
starrynift,snift,StarryNift
stars,srx,Stars
starsharks,sss,StarSharks
starship,starship,StarShip
starslax,sslx,StarSlax
stat,stat,STAT
statera,sta,Statera
